job_title;company;location;salary;company_rating;description;posting_date;url_info
Data Analyst - Logistics;GO-JEK;Jakarta;NaN;3.9;"Location
Jakarta
Work Type
Permanent
Application Posted
September 22, 2021
Climb on board and fasten your helmet if you're ready to be our Data Analyst. In this role, you will get to mine insights from the sea of data, build data products, and design experiments with the ability to see the real-time impact of your contribution. You will be analyzing data, building dashboards, and supporting data-driven decision making. You will not be alone in this journey though! We have Product Managers, Engineers, Data Scientists, Business Intelligence, Design, and Business folks that are eager to work with you.
What You Will Do
Deliver insight, analysis, data visualization, and business use case to product and business team
Ensure data availability and reliability for the team
Building and maintaining strategic, operational, and analytical dashboards
Partnering with Product Managers and Business teams to help them make data-driven decisions
Handle the Product and Business team in identifying product or business opportunities and support in product delivery such as experimentationWhat You Will Need
3 years of experience in related fields including Business Intelligence, Data Analysis, and Statistics
Expert in SQL and strong experience with a data visualization and dashboarding tool (e.g. Tableau, Metabase, google data studio, etc)
Good knowledge of ETL tools and building
Good knowledge of Python for statistical analysis
Comfortable working both independently with minimal guidance and in a team setting
Ability to transform an ambiguous business or product problem into a well-scoped and impactful analysisAt the heart of Gojek’s businesses, we move things around. Our Logistics team is a family of 80 people made up of business, engineers, product managers, product designers and marketing folks based across Jakarta, Bangalore, and Singapore. The Logistics business to Gojek means providing the nourishment to sustain our business from the inside out; providing and solving the first mile and last mile solutions with strategic insights - Demand generation, supply, promotions and campaigns to improve the revenue growth. In short, we keep things moving. Our main responsibility is to build and manage business strategy for the wider Gojek Logistics Platform. Our team is led by a passionate foodie who loves Irvin’s snacks. We work hard and play hard and take pride in what we do!";Posted30+ hari yang lalu;https://id.indeed.com/rc/clk?jk=a0384ed990f8b9b6&fccid=35c79097c1f63f3d&vjs=3
Anti Fraud Analyst;Indodana;Jakarta;NaN;NA;"Company Description
PT Artha Dana Teknologi merupakan perusahaan teknologi finansial di Indonesia yang menyediakan layanan pinjam meminjam uang berbasis teknologi informasi atau yang sering disebut Peer to Peer (P2P) Lending.
Berawal dari banyaknya permintaan masyarakat yang tidak berhasil mendapatkan pelayanan produk keuangan oleh bank di Indonesia, PT Artha Dana Teknologi menghadirkan Indodana sebagai solusi untuk memudahkan masyarakat dalam mengakses berbagai produk keuangan.
Job Description
Manage and responsible for the overall Anti-fraud & investigation Process
Liaise with Superior (Head of Credit Ops)
Responsible to maintain daily and weekly report
Develops fraud model prevention initiatives
Recovers fraud losses
Coordinate collaborations with other departments.
Monitoring and developing team performance and coaching if needed
Qualifications
Male/Female
Age max. 35 years’ old
Bachelor degree any major
Minimum experience 3 years as fraud analyst, internal audit, risk policy in bank/multifinance/fintech preferably have experience in personal loan, retail loan, credit card
Have experience in data handling and processing
Have experience in data analysis
Have honest attitude, conscientious and responsible.";Posted10 hari yang lalu;https://id.indeed.com/rc/clk?jk=b6bdab4609ef980a&fccid=3b9f97716218c1d1&vjs=3
Analyst - Associate, Treasures Customer Management;DBS Bank;Indonesia;NaN;3.9;"Business Function
As the leading bank in Asia, DBS Consumer Banking Group is in a unique position to help our customers realize their dreams and ambitions. As a market leader in the consumer banking business, DBS has a full spectrum of products and services, including deposits, investments, insurance, mortgages, credit cards and personal loans, to help our customers realize their dreams and aspirations at every life stage. Our financial solutions are not only the best in the business – they were made just right for you.
To support growing Treasures portfolio comprises customer number, product holding, AUM and revenue by driving business and product strategy to align with business’ KPI through:
Develop customer or sales program, on regular or tactical basis based on business requirement and drive the execution.
Maintain close relationships with cross-functional teams such as Product (Liabilities, Wealth Management and Bancassurance), Market Intelligence, Specialist, Marketing, Business Analytic, Customer Experience, Digital Banking and S&D in setting and driving the execution of portfolio strategy.
Use qualitative and quantitative data-driven to set, measure and analyze the portfolio strategy.
Work closely with Sales team in:
Ensuring all initiatives to support sales activities are well-delivered and well-implemented
Gathering customer’s feedbacks as the foundation to develop Sales’ next best conversation with customer
Initiate and execute necessary enhancement related to system / platform and process with the objective to smoothen sales activities
Requirements
Bachelor Degree from reputable university
Min. work experiences 3 years
Good communication and interpersonal skills
Highly motivated, self-driven, able to work without close supervision, making decision and strong control attitude
General knowledge on system and technology
Ability to work in project environment with tight schedule and high standard
Primary Location: Indonesia
Job: Marketing and Communications
Schedule: Regular
Employee Status:
 Full-time
:
Job Posting: Oct 14, 2021, 10:05:19 PM";Posted30+ hari yang lalu;https://id.indeed.com/rc/clk?jk=3aa96297f214c2e0&fccid=cc1f9ea511d140fe&vjs=3
Investigative Analyst - Indonesia;PT. Integrity Indonesia;Jakarta;NaN;NA;You will be responsible for carrying out online and offline market survey, test purchases, and trademark related investigation by conducting desktop searches and enquiries as well as coordinating with field researchers and other specialists. The position requires good analytical skills, attention to detail, proficient written English skills as well as good coordination and communication abilities.Candidates should agree to embrace our core values: integrity, reliability, go the extra mile, excellence and innovation.Key ResponsibilitiesComplete the assignment from A to Z to meet the objectives of the caseDefine keywords and conduct comprehensive media and directory searchesPrepare detailed Task BriefsPrepare budget if necessary and manage budgetAllocation and coordination of field workAnalyze all data collected from the field and request further explanationsAnalyze all data collected from media searches and sourcesWrite report according to requirementsDraft a well-crafted executive summary with insightful analysisReport developments to supervisorParticipate to research and development projects for capacity buildingRequirements: High level of integrity and professionalismMinimum Bachelor Degree with any majorStrong analytical skills and attention to detailsComfortable working within deadlinesExcellent English writing skillsIf you meet these requirements, if you are looking for a new and exciting opportunity within a successful and growing company and if you are ready to learn a lot, then this role for you!Integrity Indonesia is an equal opportunity employer. Please submit your CV and application letter in English, providing a recent photograph and stating your current and expected salary. Kindly send to about%3AblankJob Type: Full-time;Posted10 hari yang lalu;https://id.indeed.com/company/PT.-Integrity-Indonesia/jobs/Investigative-Analyst-faebca57dd52f882?fccid=ff2eec21932da9bc&vjs=3
DATA ANALYST;Dyka Konsultama;Jakarta;NaN;NA;"Kualifikasi:

Usia 26-35 tahun; pendidikan min. S1; memiliki pengalaman kerja sebagai data analyst min 1 tahun di industri telekomunikasi; terbiasa menggunakan Ms Excel (Pivot, Vlookup, Hlookup); handal dalam pengolahan data
Saat mengirimkan CV mohon dicantumkan current salary & ekspektasinya.
Ditunggu untuk CV2nya.";Posted30+ hari yang lalu;https://id.indeed.com/rc/clk?jk=a192f480f56c5e10&fccid=4a6aee5a5c41544a&vjs=3
Data Analyst Intern;Funding Societies;Jakarta;NaN;NA;Funding Societies | Modalku is the largest SME digital financing platform in Southeast Asia. We are licensed in Singapore, Indonesia, Thailand, and registered in Malaysia. We are backed by Sequoia India and Softbank Ventures Asia Corp amongst many others and provides business financing to small and medium-sized enterprises (SMEs), which is crowdfunded by individual and institutional investors.As a Data Analyst, your role is to understand the needs of the business and use data to derive a solution that you will then present, implement, and track. In addition to having a knack for problem-solving, it is absolutely crucial that you are willing to learn, understand, and hear the needs of our people. In a small team, you will be working regionally on various products.At Funding Societies, we pride ourselves on solving challenging problems and focusing on impact. The work you do will help raise visibility in the business and enable data-driven decision making. As a team, we are excited about translating findings into actionable insights, seeing that drive change in our organisation and ultimately bringing value to our customers.If you enjoy seeing your work drives impact and appreciate a fun working environment, this is the place for you.*What will you do: *Ingesting, processing, visualising and analysing dataDiscovering and communicating actionable and accurate insightsCreating dashboards for performance measures and operational visibilityPartnering with business teams to develop key metrics for success measuresOwn and manage project deliveriesBuilding and maintaining data models*What we are looking for: *Curious tinkerers and meticulous problem solversOrganized workers who are comfortable handling large sets of dataAgile thinkers that can adapt to fast paced and ever changing environmentsGreat communicators who can help translate and present data insights to business teamsPrevious experience working with database ETL processes, reporting and visualizing tools.Exposure to SQL, Tableau or Sisense is a great plusStudents who are currently pursuing a computer science, math, statistics or related field*Interested to know more about us? Learn about our Stories *here.Job Type: Internship;Posted30+ hari yang lalu;https://id.indeed.com/company/Funding-Societies/jobs/Data-Analyst-Intern-1705f301d1ce7c3a?fccid=6f7889059d7ef6f6&vjs=3
Data Analyst;GO-JEK;Jakarta;NaN;3.9;"Location
Jakarta
Work Type
Permanent
Application Posted
August 12, 2021
About the Role
As a Data Analyst for the Driver Platform team, you'll build data products to aid the team in achieving its business objectives. Collaborating with the Business and Product teams, and fellow analysts, scientists, and data warehouse developers, you’ll focus your efforts on supporting the analytics and data products (automated dashboards, reports, alerts, and simulation tools) which aim to create business impact at scale. Specifically, you’ll conduct general analysis on each new feature/product, dive deep into understanding data trends and insights to make sound business decisions, and provide data visualizations to track the platform's overall performance. You will be involved in solving the problems drivers’ face during the course of the day - the menace of traffic, the struggles of inclement weather, long wait times, the anxiety of not getting orders, following covid safety measures. You will help us track how our driver app and new features perform, how can we increase the performance/income/experience of our driver partners, and many more!What You Will Do
Design data marts to meet business requirements
Perform (exploratory) analysis in relation to determining new project pilot settings, new features, user behavior, & in-app behavior
Validate & quantify the impact of features/initiatives by designing and implementing sound experimentation strategies and statistical analysesCommunicate findings through well documented analyses and visualizations
Build and maintain dashboards for tracking product group KPIs
Design and run statistical experimentsWhat You Will Need
At least 1 year of professional experience in data analytics and business intelligence
Experience in advanced SQL, data visualization and any dashboarding tool (e.g. Tableau, Metabase, Google Data Studio)
Ability to design a data mart to meet business requirements
Strong business sense and critical thinking ability
Ability to independently conduct analysis of a business problem through data manipulation, formulation of hypotheses, design and statistical analysis of experiments to test them
Hands on experience with machine learning projects will be a plusThe Driver Platform data team is a 13+ member team consisting of data analysts, decision scientists and data scientists based in Jakarta and Bangalore. In collaboration with our business and product counterparts, we work towards enriching driver experience, their lifecycle and trust on Gojek platform. We do so by doing rigorous analyses, building decisioning systems and application of ML to improve our products. Rockstars in the team have already deployed ML driven features to enhance trust of drivers on the app. We are currently working hard to position our drivers better for incoming demand. Our data marts and dashboards fuel the product roadmaps with insights, experiments and evidence. Some of the key initiatives of the future are in the areas of proactively managing quantity & quality of supply on the app and enhancing income for drivers. And how do we work and connect in the new WFH regime? Well - as seamlessly as our apps! Be rest assured, working for Gojek drivers is a fun ride!";Posted30+ hari yang lalu;https://id.indeed.com/rc/clk?jk=413cf2155cf4b8dd&fccid=35c79097c1f63f3d&vjs=3
2022 Asia Analyst Development Program - Summer Analyst - Indonesia;JPMorgan Chase Bank, N.A.;Jakarta;NaN;NA;"2022 ASIA ANALYST DEVELOPMENT PROGRAM - INDONESIA - SUMMER ANALYST
Spend your summer working with our industry experts to gain insight into how our businesses come together to serve our clients around the world. You'll have the opportunity to make meaningful contributions while developing your professional expertise in a dynamic team environment.
If you enjoy collaborating and identifying ways to improve processes, then our Asia Analyst Development Program is right for you. You'll work with a variety of professionals to drive growth, make sure operations are effective and manage risk while maintaining the highest standards.
Working here means joining a collaborative, supportive team. We want your diverse perspective to help us innovate the next wave of products and solutions for our clients. We'll give you what you need to succeed including training, mentoring, access to senior leaders and projects that engage all your skills.
What To Expect

Throughout this nine-week program, interns will gain insight into various phases of key business projects and initiatives across the firm and work with our industry experts to improve processes and identify opportunities that support our global businesses. You will receive hands-on training and exposure in one of the teams across our front, middle or back office and add value to high priority projects while enhancing your competencies. A talent pipeline for our full-time rotational Asia Analyst Development Program - the two-year rotational program offers the unique opportunity to sharpen your technical, analytical and leadership skills during the three eight-month business aligned rotations across both revenue and non-revenue generating divisions from front, middle to back office roles. Upon successful completion of the program, we will work with you to identify your next role.
The program is an opportunity to take your career to the next level through hands-on experience, relevant skills training and valuable professional networking. Based on your individual performance and achievements, you may receive an offer of full-time employment upon completion of the program. Holding the permanent right to work in Indonesia is an advantage, however, candidates requiring visa sponsorship may still apply.
About YouA desire to participate in a rotational program across all lines of business
Excellent problem-solving skills and an ability to thrive in ever changing environments
Exceptional interpersonal and communication skills
A strong team player who is proactive, responsive, and can thrive in a fast-paced, collaborative environment
Demonstrated proficiency in Microsoft Excel and PowerPoint
Excellent project management and problem-solving skills
Exceptional interpersonal and communication skills
Enthusiasm for financial services or financial industry with an open mind to learn all functions in a financial institution, with no particular preference
Relevant experience and demonstrated leadership in a school or community organization
We're a global company whose primary business language is English and so fluency in English is required
Fluency in Bahasa Indonesia is required as the candidate will be interacting with Indonesian clients
Business level written and spoken Bahasa Indonesia is essential to support the Firm's Indonesian operations
Pursuing a degree qualification with solid academic background and an expected graduation between December 2022 and July 2023
Relocation assistance for flight and accommodation will not be provided
Application Deadline

November 30, 2021 (23:59 Local Time)
Applications will be reviewed on a rolling basis. We encourage you to submit your application as early as possible so we are able to send through additional steps ahead of the deadline.
What's next?

Help us learn about you by submitting a complete and thoughtful application, which includes your resume. Your application and resume is a way for us to initially get to know you, so it's important to complete all relevant application questions so we have as much information about you as possible.
After you confirm your application, we will review it to determine whether you meet certain required qualifications.
If you are advanced to the next step of the process, you'll receive an email invitation to complete a series of 12 games through the pymetrics platform. pymetrics will allow you to showcase your potential beyond what you tell us in your resume and application form. It's an additional data point that helps us gain a better understanding of who you are as an individual. It should take no longer than 25-35 minutes to complete. If you have already completed the pymetrics games, you will have the opportunity to submit your gameplay results for this specific application without having to replay the games.
Following completion of pymetrics, you'll receive another email invitation to complete a video interview, powered by HireVue. This is your opportunity to further bring your resume to life and showcase your experience for our recruiting team and hiring managers.
Both pymetrics and HireVue are required, and your application will not be considered for further review until you have completed them. We strongly encourage that you apply and complete these required elements as soon as possible, since programs will close as positions are filled.
Please email us at jpmorgan_asia_recruiting@jpmorgan.com for any enquiries, and visit jpmorganchase.com/careers for upcoming events, career advice, our locations and more.
Join us

At JPMorgan Chase, we're creating positive change for the diverse communities we serve. We do this by championing your innovative ideas through a supportive culture that helps you every step of the way as you build your career. If you're passionate, curious and ready to make an impact, we're looking for you.
JPMorgan Chase is committed to creating an inclusive work environment that respects all people for their unique skills, backgrounds and professional experiences. We strive to hire qualified, diverse candidates, and we will provide reasonable accommodations for known disabilities.
Reasonable Adjustments

J.P. Morgan is an inclusive employer of choice. If you require any adjustments to enable you to perform the essential functions of your job, please do not hesitate to contact your recruiter.
©2021 JPMorgan Chase & Co. JPMorgan Chase is an equal opportunity and affirmative action employer Disability/Veteran
JPMorgan Chase & Co., one of the oldest financial institutions, offers innovative financial solutions to millions of consumers, small businesses and many of the world's most prominent corporate, institutional and government clients under the J.P. Morgan and Chase brands. Our history spans over 200 years and today we are a leader in investment banking, consumer and small business banking, commercial banking, financial transaction processing and asset management.
We recognize that our people are our strength and the diverse talents they bring to our global workforce are directly linked to our success. We are an equal opportunity employer and place a high value on diversity and inclusion at our company. We do not discriminate on the basis of any protected attribute, including race, religion, color, national origin, gender, sexual orientation, gender identity, gender expression, age, marital or veteran status, pregnancy or disability, or any other basis protected under applicable law. In accordance with applicable law, we make reasonable accommodations for applicants' and employees' religious practices and beliefs, as well as any mental health or physical disability needs.";Posted10 hari yang lalu;https://id.indeed.com/rc/clk?jk=2688d17a21891413&fccid=aaf3b433897ea465&vjs=3
Online Underwriting Data Analyst;Home Credit;Jakarta;NaN;NA;"Minimum Qualifications
Bachelor degree or above, education background preferably from IT, statistic, information system.
Have minimum 2 year experience as an analyst.
Having basic knowledge of analytical tools such as Excel, SQL, Tableau
Plus is experience with statistical tools/programs such as Python, R, Stata
Able to communicate in English
Having knowledge of credit bureaus
Good understanding of consumer finance services, processes and products
Have experience from Operation, Collection, Underwriting department or data science/analysis
Have experience in using analytical tools such as SQL query, SAS, Oracle BI
Strong analytical background
Willing to learn new skills
Ability to prioritize
Excellent time management and ability to work under presure
Results oriented
Job Description
Independently perform analysis in order to monitor and maintain portfolio risk & prepare regular UW report and strategies changes
Provide analysis to monitor and maintain portfolio risk in the company to be use as base for risk segmentation
Provide regular report by daily, weekly or monthly and ensure it will be delivered accurately and within timeline.
Implement and test UW strategy to ensure the strategy is running properly and reach the expected target.
Improve and optimize scripts to reach better efficiency
Participate on preparation of UW changes and communication with business";Posted30+ hari yang lalu;https://id.indeed.com/rc/clk?jk=4ddfb27e10bd9ff2&fccid=55c29561e89dbef7&vjs=3
Digital Data Analyst;SAGA Digital Studio;Jakarta;NaN;NA;"Digital Data Analyst
Managing websites or mobile apps data set, developing reports, presenting the report to clients, and troubleshooting data issues.
Responsibilities
Creating a report that contains analytics of digital platforms such as websites, mobile apps, etc.
Presenting the data to internal and external team member.
Performs AdHoc analytical requests.
Qualification
Familiar with Google Analytics is a must (inc: GTM).
Familiar with other analytics platforms would be a plus point.
Good personality & team player.
Good communication and writing skills, in Bahasa & English.
Having experience in a startup / digital service company is a plus point.
Knowledge about UX / Design / Development is a plus point.
Knowledge about SQL queries is a plus point.
Advanced Excel skills (lookup functions, validations).
Detail-oriented and having a can-do attitude.
Must-have personal skills
Having good skills in analyzing data and making recommendations that relate to business and marketing purposes.";Posted30+ hari yang lalu;https://id.indeed.com/rc/clk?jk=78774edb72a6eb0e&fccid=f963f8ef2edbd0c0&vjs=3
Data Analyst - Eats;Traveloka;Tangerang;NaN;4.5;"Company Description

Traveloka is a technology company based in Jakarta, Indonesia. Founded in 2012 by ex-Silicon Valley engineers and aims to revolutionize human mobility with technology. Today Traveloka is expanding its reach by operating in 8 countries and experimenting with new endeavors that will create large impact in the markets and industries we touch.

Main Responsibilities
Collect, analyze, and share data to help business teams drive improvement in key business metrics, customer experience, and business results.

Analyze large amounts of raw information to find patterns that will help improve the company's performance and support the company to make better decisions.

Analysis data to find actionable insights such as making funnel conversion analysis, cohort analysis, long-term trends, user segmentation, etc.

Quantitative and/or qualitative analysis to enable data-driven decision-making support for the key project and develop advance analytics & statistical models to solve business needs

Identify the business need and generate hypothesis based on business need

Requirements
2+ years of Data Analytics experience with big data exposure and SQL

Experience using one or more Python and/or R programming languages

Experience with data and trends analysis, statistics, and business insights.

Experience with statistical analysis and data mining

Experience with AB tests is a plus

Experience with ML models is a plus";Posted30+ hari yang lalu;https://id.indeed.com/rc/clk?jk=07f5e8127b1fec2d&fccid=3de05aadd53064ae&vjs=3
Data Analyst;Awan Tunai;Jakarta;NaN;NA;"Assists Head of National Sales & Digital Sales to analyze and identify key opportunities for growth (strong area and/or competitor), and potential blockers, build a feedback loop that improves the sales strategy mainly in FMCG market over time by calculating and monitoring Portfolio

Develop and monitoring dashboard periodically of achievement each sales product

Analyse area expansion and keep record of sales trends

On the ground visit to get the feeling of product composition to be used in analysis

Crunching internal & external data to machine learning

Be a project leader to execute end-to-end program flow to drive sales.

Prepare program design to be rolled out by the Sales Team.
Bachelor Degree in Computer Science or Statistics

Minimum 3 years experience as Data Analyst or Data Scientist at FMCG/Banking/Financial Services company

Functional knowledge of the application of data analysis, machine learning, data mining, and statistical analysis

Working knowledge of databases systems, data processing and visualization tools, and data science languages like Python, R, and MySQL

Ability to take ambiguous directions and high-level descriptions of problems and identify precise, quantitative solutions

Demonstrated ability to communicate with data in a clear and precise way to a business audience and company customers";Posted24 hari yang lalu;https://id.indeed.com/rc/clk?jk=c1ec410026a74f7a&fccid=dd616958bd9ddc12&vjs=3
System Analyst Intern;Idea Imaji;Bandung•Jarak jauh untuk sementara;NaN;NA;System Analyst Intern will implement, maintain, and support IT and informations systems to meet the business needs of organizations and scale as organizations grow.Job Description:1. Deploy, maintain, and troubleshoot core business applications, including application servers, associated hardware, endpoints, and databases2. Develop, analyze, prioritize, and organize requirement specifications, data mapping, diagrams, and flowcharts for developers and testers to follow3. Translate highly technical specifications into clear non-technical requirements4. Manage the set-up and configuration of systems5. Define and coordinate the execution of testing procedures, and develop test cases to serve the overall quality assurance process6. Provide documentation of all processes and training as neededSpesific Qualification:- Male/Female, max. 25 years old- Minimum education level: currently in college, high school, or vocational school. Majoring in a related field is a plus (computer science or information technology,etc.)- High level of initiative, strong will to learn new stuff, and able to carry out responsibilities with minimal direction or supervision.- Available for a minimum of 3 (three) months internship duration.- Willing to be responsible for providing accommodation and your own personal needs during the internship.If you’re interested in this position and its requirements please fill out this form on this link https://bit.ly/IdeaImajiInternship.Internship Duration: 3-12 months.Panjang kontrak: 3 bulanContract length: 3 - 12 monthsJob Types: Full-time, InternshipWork Remotely:Temporarily due to COVID-19;Posted5 hari yang lalu;https://id.indeed.com/company/Idea-Imaji/jobs/System-Analyst-Intern-656aa78de24049ee?fccid=5e0240d1b7265a81&vjs=3
2022 Asia Analyst Development Program - Full Time Analyst - Indonesia;JPMorgan Chase Bank, N.A.;Jakarta;NaN;NA;"2022 ASIA ANALYST DEVELOPMENT PROGRAM - FULL TIME OPPORTUNITY - INDONESIA
If you enjoy collaborating and identifying ways to improve processes, then our Asia Analyst Development Program is right for you. You'll work with a variety of professionals to drive growth, make sure operations are effective and manage risk while maintaining the highest standards.
You'll gain insight into how our businesses come together to serve our clients around the world. You'll have the opportunity to make meaningful contributions while developing your professional expertise in a dynamic team environment.
Working here means joining a collaborative, supportive team. We want your diverse perspective to help us innovate the next wave of products and solutions for our clients. We'll give you what you need to succeed including training, mentoring, access to senior leaders and projects that engage all your skills.
What to expect

This two-year rotational program offers the unique opportunity to sharpen your technical, analytical and leadership skills. You'll start with hands-on training, and then participate in three eight-months business aligned rotations across both revenue and non-revenue generating divisions from front, middle to back office roles. Upon successful completion of the program, we will work with you to identify your next role.
Holding the permanent right to work in Indonesia is an advantage, however, candidates requiring visa sponsorship may still apply.
About you

We're looking for motivated individuals with the vision and initiative to develop solutions that drive change. All majors are welcome to apply.
Key skills and qualities include:Excellent project management and problem-solving skills
Exceptional interpersonal and communication skills
A strong team player who is proactive, responsive and can thrive in a fast-paced, collaborative environment
Ability to take large amounts of information and use it to develop innovative solutions with strong attention to detail
Excel, PowerPoint and Word proficiency
Enthusiasm for financial services or financial industry with an open mind to learn all functions in a financial institution, with no particular preference
Relevant experience and demonstrated leadership in a school or community organization
Pursuing a degree qualification with solid academic background, with an expected graduation of September 2021 and July 2022
Available to start full-time employment from July 2022 onwards
We're a global company whose primary business language is English and so fluency in English is required
Fluency in Bahasa Indonesia is required as the candidate will be interacting with Indonesian clients
Business level written and spoken Bahasa Indonesia is essential to support the Firm's Indonesian operations
Relocation assistance will not be provided for the Asia Analyst Development Program
Our Mission
Talent is the currency of our business. Our commitment to providing best-in-class industry solutions is enabled by you. In turn, we offer a framework for career growth through unmatched training, experiences and access across our businesses in over 100 countries. Our collaborative culture is designed to support your success - wherever it takes you.
Application Deadline
December 31, 2021 (23:59 Local Time)
What's next?

Help us learn about you by submitting a complete and thoughtful application, which includes your resume. Your application and resume is a way for us to initially get to know you, so it's important to complete all relevant application questions so we have as much information about you as possible.
After you confirm your application, we will review it to determine whether you meet certain required qualifications.
If you are advanced to the next step of the process, you'll receive an email invitation to complete a series of 12 games through the pymetrics platform. pymetrics will allow you to showcase your potential beyond what you tell us in your resume and application form. It's an additional data point that helps us gain a better understanding of who you are as an individual. It should take no longer than 25-35 minutes to complete. If you have already completed the pymetrics games, you will have the opportunity to submit your gameplay results for this specific application without having to replay the games.
Following completion of pymetrics, you'll receive another email invitation to complete a video interview, powered by HireVue. This is your opportunity to further bring your resume to life and showcase your experience for our recruiting team and hiring managers.
Both pymetrics and HireVue are required, and your application will not be considered for further review until you have completed them.
Please email us at jpmorgan_asia_recruiting@jpmorgan.com for any enquiries, and visit jpmorganchase.com/careers for upcoming events, career advice, our locations and more.
JPMorgan Chase is committed to creating an inclusive work environment that respects all people for their unique skills, backgrounds and professional experiences. We strive to hire qualified, diverse candidates, and we will provide reasonable accommodations for known disabilities.
Reasonable Adjustments

J.P. Morgan is an inclusive employer of choice. If you require any adjustments to enable you to perform the essential functions of your job, please do not hesitate to contact your recruiter.
©2021 JPMorgan Chase & Co. JPMorgan Chase is an equal opportunity and affirmative action employer Disability/Veteran
JPMorgan Chase & Co., one of the oldest financial institutions, offers innovative financial solutions to millions of consumers, small businesses and many of the world's most prominent corporate, institutional and government clients under the J.P. Morgan and Chase brands. Our history spans over 200 years and today we are a leader in investment banking, consumer and small business banking, commercial banking, financial transaction processing and asset management.
We recognize that our people are our strength and the diverse talents they bring to our global workforce are directly linked to our success. We are an equal opportunity employer and place a high value on diversity and inclusion at our company. We do not discriminate on the basis of any protected attribute, including race, religion, color, national origin, gender, sexual orientation, gender identity, gender expression, age, marital or veteran status, pregnancy or disability, or any other basis protected under applicable law. In accordance with applicable law, we make reasonable accommodations for applicants' and employees' religious practices and beliefs, as well as any mental health or physical disability needs.";Posted10 hari yang lalu;https://id.indeed.com/rc/clk?jk=5614a7ab60c91161&fccid=aaf3b433897ea465&vjs=3
Senior Data Analyst (Quality & Governance);Funding Societies;Jakarta;NaN;NA;"Funding Societies | Modalku is the largest SME digital financing platform in Southeast Asia. We are licensed in Singapore, Indonesia, Thailand, and registered in Malaysia. We are backed by Sequoia India and Softbank Ventures Asia Corp amongst many others and provides business financing to small and medium-sized enterprises (SMEs), which is crowdfunded by individual and institutional investors.
Our Data team is seeking a passionate Data Analyst (Quality/Governance) that has a passion and depth in data governance, data operational efficiency, and effective management of data environments – platforms and tools. Working in a regional team across India and South East Asia, the Data Quality Analyst will monitor performance and quality control plans to identify any issues or ways to improve systems and database designs. This role is best suited for those who enjoy working with numbers and data sets, have an aptitude for computer systems and software, and have strong analytical abilities.
What you will do:
Review, analyze, and ensure data quality initiative - in the areas of data sourcing, data cleansing, data migration, master data management, data governance and quality and data definition.
Improve the QA process by automating the tasks and refining the procedure.
Analyse reference data needs of various user areas, suggest solutions and build as necessary.
Analyse the data from various sources, identify patterns, structures and data life-cycle.
Implements processes and systems to monitor data quality, build reports/dashboards to ensure data is always accurate and available for key stakeholders and business processes that depend on it.
Coordinate with teams to design standards for present and prospective applications and databases.
Continuously identify data quality and production issues and solve them in collaboration with the Data Engineering/Data Analytics/Technology Team.
Develop and implement test plans and scripts for various data quality processes.
Maintain manual and automated test scripts and recommend modification as per requirements.
Maintain effective coordination frameworks with technology teams for production systems.
What we are looking for:
Bachelor's or master’s degree in technical or business discipline or related experience; Master's Degree preferred.
3-7 years of experience in Data Quality/Data Governance functions.
Candidate should have hands-on experience in a majority of the below areas:
Business Glossaries & Data Dictionaries, Data Quality analysis & reporting, Metadata Management, Reference Data Management, Data Lineage & Traceability.
Strong team player with good communication skills and able to work with multiple stakeholders including senior managers.
Strong problem-solving skills and an ability to prioritise and manage multiple tasks.
Knowledgeable in RDBMS with ability to write complex SQL for data manipulation & extraction; additional experience in Python will be viewed favorably.
Experience with orchestration tools like Airflow.
Experience in Data Warehouse solutions like Snowflake,Redshift.
Exposure to data visualization tools (Tableau, Sisense, Looker, Metabase etc.)
Knowledge of Github, JIRA is a plus.
CDMP, CISA certifications preferred.
Knowledge/Skills/Abilities/Behaviours:
A “build-test-measure-improve” mentality and are driven to motivate and lead teams to achieve impactful deliverables
Passion for operational efficiency, quantitative performance metrics and process orientation
Depth of knowledge in operationalizing data governance and providing measurable Data Quality Management
Working knowledge of project planning methodologies, IT standards and guidelines.
Customer passion, business focus and the ability to negotiate, facilitate and build consensus.";Posted30+ hari yang lalu;https://id.indeed.com/rc/clk?jk=258b383a206c36d6&fccid=6f7889059d7ef6f6&vjs=3
